评论内容,性别,点赞数量,回复时间,tags,emotions
"闰二月壬辰，上自海湖宫赴纽约，大理寺以上伪作记录事拘之，将下刑部论罪。玛噶党人以上将东狩，兴勤王之师来赴国难，随乘舆东行，车马绵延数里不绝。而上恬然自若，沉静如无事。
史臣论：上商贾之身，未尝食半斗之禄，终登大位，何也？万民推戴尔。己亥大选，拜登窃得大位，上屈身龙潜，今日更罹此大祸，然志气不坠，时人乃知上必再临白宫矣。重耳流离，终得返晋；德宗北狩，亦能回銮。古人云：土木堡下论成败，他年夺门未可知。实为至论。
——《美史纪事本末 成宗毅皇帝东狩》",保密,137,2023-04-08 03:06:02,0,愤怒/生气
这句话让我想起了[笑哭]小胡子,保密,112,2023-04-06 11:38:39,0,愤怒/生气
一眼望去，那红领巾格外的耀眼[doge][doge],保密,92,2023-04-06 12:31:22,0,平静/冷静
懂王都被指控了，maga们这还不进京勤王，手里的家伙是烧火棍子吗？真可谓卅兆maga齐卸甲，竟无一人是男儿。,男,83,2023-04-07 06:47:41,0,厌恶/讨厌
纽约法官的Twitter下除了一个是支持法官的，其它都是声援giegie的，醉了。有点像国内流量明星的评论区[笑哭][笑哭][笑哭],保密,73,2023-04-06 17:05:51,1,悲伤/痛苦
建国兄弟就是实诚。,保密,68,2023-04-06 11:30:04,0,愉快/幸福
懂王没了，[星星眼]期待伊万卡救父归来！美国🇺🇸分裂[呲牙],保密,67,2023-04-06 15:12:53,0,悲伤/痛苦
"美国艾秋敏议会，2023年。
宣教士·特朗普站在被审判的位置，用不屑的眼光看着众人，然后缓缓张开了嘴唇——“在这个本该胜利的时刻，我们却尝到失败，我不懂。我们是美利坚，世界秩序的缔造者，我们的力量就像光辉的太阳，照耀所有盟国盛开，在美军密不透风的保护下繁荣发展。我站在你们面前，被指控有罪，因为我要确立美利坚的优越地位。我试图拯救我们的命运，不至于。。。自我毁灭。军工、药物财团是美国优越性最大的威胁，拒绝消灭他们是一场愚蠢的赌博。我们在战争危机和社会矛盾中漫长静待，却任他们把我们的劳动果实占为己有！”宣教士的声音回荡在议会里，仿佛在诉说宣教士的不甘。“只有人民，才配承担责任衣钵。”
“要如何评价我的行为任你，但不要怀疑事实，MAGA。。。已经开始了，而你们没人能够阻止”",男,53,2023-04-08 00:23:11,0,愤怒/生气
"2023纽约
我的罪是保卫了美国
1923慕尼黑
如果我真的有罪那么罪名，就在于保卫了德国人
2023 1923 ，发达国家，联邦体系
元首……总统万岁[doge]",保密,43,2023-04-07 12:07:31,0,愤怒/生气
还是要大选了，本来稀宗就得位不正，死人选票都用上了都差点被建国同学干下去了，之后又整了一堆大活，你说稀宗能不怕吗[脱单doge],保密,42,2023-04-08 09:39:49,0,悲伤/痛苦
"懂王：朕刚即位的时候，以为大美最大的敌人是俄罗斯；朕摆脱了“通俄门”，以为最大的敌人是伊朗；朕，炸了吴苏莱曼尼；中国，又成了大美的心头之患；啊，朕打了贸易战；阿富汗，又成了大美的心头之患。
朕，现在是越来越清楚了，大美的心头之患不在外边，而是在白宫，就是在这众议院！你们要是烂一点，美利坚就烂一片，你们要是全烂了，美利坚就会揭竿而起，让你们死无葬身之地啊！想想吧，肯尼迪才被爆头几年啊？忘啦？那发子弹还在后面看着你们呐！",保密,42,2023-04-07 00:52:12,0,愤怒/生气
帝国末期贪官最恨的就是爱国的,男,42,2023-04-06 12:54:59,0,厌恶/讨厌
"半痴半傻亦半癫
全会全懂胜全贤
口中MAGA喊万遍
掌握灯塔半片天
[doge]",保密,40,2023-04-06 19:18:21,0,愤怒/生气
"窃国者党政
卫国者入狱
他们都有美好的未来[doge]",男,38,2023-04-06 12:07:21,1,愉快/幸福
特朗普20年为了美国内幕安定，和平交权，现在被这样对待太离谱了,保密,35,2023-04-06 22:03:18,1,平静/冷静
白宫最近是要刷漆嘛 怎么一股子青瓦台的感觉(｀・ω・´),男,33,2023-04-06 23:33:00,0,惊讶/震惊
爱国为民是川宝唯一的罪行[打call][打call][打call],男,30,2023-04-06 11:33:32,0,恐惧/害怕
"始作俑者，其无后乎。
拜登开了个清算前任的头儿，这回爹像儿子了。",保密,26,2023-04-06 17:04:43,0,厌恶/讨厌
这理由和胡子那时候说法一样..,男,25,2023-04-06 14:13:52,0,平静/冷静
不知道特朗普会拿到希特勒的剧本还是被民主党按上 莫须有 的罪名,保密,24,2023-04-08 10:23:47,0,厌恶/讨厌
今夜我们都是川宝,男,2,2021-01-08 20:29:14,1,悲伤/痛苦
臣等正欲死战，陛下何故先降？,保密,1,2021-01-30 16:18:24,0,愤怒/生气
[狗子],保密,1,2021-01-09 18:40:17,0,平静/冷静
俺要玩个够,保密,1,2021-01-09 18:39:52,0,平静/冷静
哈https://b23.tv/BV1y64y1o7Ti,男,1,2021-01-09 17:30:14,0,愉快/幸福
小丑,男,1,2021-01-09 09:08:58,0,厌恶/讨厌
哟哟哟！  这不是川宝吗？  几天没见，  这么拉了？[热词系列_知识增加],男,1,2021-01-09 03:10:51,0,愤怒/生气
没有红领巾，这不是川普[doge],男,1,2021-01-09 01:01:49,0,厌恶/讨厌
不如兵变[滑稽],男,1,2021-01-08 22:54:32,0,恐惧/害怕
多谢川宝去年给全球网友带来的欢乐，我们会永远怀念你的！[tv_大哭],女,1,2021-01-08 22:04:13,0,愉快/幸福
本体被封了12小时[doge],保密,1,2021-01-08 21:47:54,0,愤怒/生气
川————宝—————,保密,1,2021-01-08 20:53:37,0,平静/冷静
哎，太失望了，臣欲死战，陛下何故先降[抠鼻],男,1,2021-01-08 20:46:15,0,厌恶/讨厌
川宝放心飞 妈妈永相随[doge][doge][doge],保密,1,2021-01-08 20:33:44,0,悲伤/痛苦
不应该多封几天吗[微笑],保密,1,2021-01-08 20:30:27,0,恐惧/害怕
[大哭][大哭],保密,1,2021-01-08 20:32:32,0,愤怒/生气
川诵一时,男,1,2021-01-08 20:31:44,0,厌恶/讨厌
never give up,男,1,2021-01-08 20:29:45,0,愉快/幸福
自由[滑稽],保密,1,2021-01-08 20:30:04,1,愉快/幸福
臣等正欲死战！陛下何故先降？！,保密,0,2021-01-27 19:23:06,0,愤怒/生气
我打开的时候都震惊了！居然只有三分钟？！[热词系列_知识增加],保密,2,2020-03-04 10:32:34,0,愤怒/生气
我看了特朗普80年代的采访，又看了川普的葛底斯堡演说，他的观点一直一直一直都没变过。还有葛底斯堡演说，他把他承诺的事情一件一件的摆出来，然后任期内一件件的努力落实。包括修墙，减税，遣返非法移民，废奥巴马医保，退出巴黎协定，支持美国能源与国防。我且不说特朗普这些政策对不对，但言出必行的总统真的罕见,女,2,2020-02-27 21:49:25,0,厌恶/讨厌
突然感觉他当总统就是闲着无聊当着玩玩...,女,2,2020-02-05 16:12:33,0,愉快/幸福
2020伊朗,男,2,2020-01-05 15:00:38,1,平静/冷静
意大利两千年。美国二百年。好哥们一人一半。每人一千年没毛病[支持],保密,2,2019-12-24 21:05:23,1,悲伤/痛苦
"面对弹劾
Trump: I don't wanna go~~",男,2,2019-12-20 20:18:47,0,悲伤/痛苦
他说否定句语法是对的，这点就比很多歌手舒服，不会not…no,男,2,2019-12-20 08:31:23,0,厌恶/讨厌
美国人民头一次跟总统一起学习怎么做总统,男,2,2019-12-19 14:22:58,0,惊讶/震惊
BV1t5411c7Cg,保密,1,2021-04-18 21:52:56,1,羞耻
算是考古吧[doge],保密,1,2020-05-21 02:12:23,1,平静/冷静
"不可以..再展示..我真身份...了，抱歉出国卧底时间长了，中文说的不太好了，等我回国，大家再重新教教我[doge]
Don't expose me again. Leave me a way to live.",男,1,2020-05-16 18:06:03,0,悲伤/痛苦
川普什么时候靠谱过？[滑稽],保密,1,2020-05-14 03:59:16,0,惊讶/震惊
说真的我觉得特离谱挺好玩儿的，希望他继续祸害🇺🇸,保密,1,2020-03-25 13:36:54,1,平静/冷静
"中国第一颗原子弹研发需要的静电质子加速器是一个美国人帮助下获得的,当时中国核物理学家赵忠尧在美国希望采购零件,带回国组装，结果赵忠尧到了美国就傻眼了，一问才知道，买下成套的25Mev静电加速器需要花40万美元，而且还是最便宜的，当时新中国百废待兴，一穷二白，只给了他五万美金。

就这样，他最后得到一位慈祥的美国物理教授的帮助,最后完成了中国第一台静电质子加速器,为原子弹研发做出了巨大贡献。这位美国教授不仅让赵老师使用整个实验室，相关的资料也随意查阅，最后还把实验室的一台将报废的大气型质子静电加速器直接当成“废品”，成套让赵老师拿去做试验了。当然这位科学家在MIT放射实验室实验部门担任负责人，但他在科学领域建树不少。X射线治疗癌症由他开创，二战期间他在雷达方面的研究获得美国颁发的优异服务奖章，实用质子静电加速器就是他和范·德·格拉夫一起发明的。

那么这位美国友人，国际主义科学家是谁呢？他叫约翰·乔治·特朗普( John G . Trump ),而他有另一个身份 那就是现任美国总统的亲叔叔，这下大家明白他侄子胸前的红领带的含义了吧，这是家族的意志，叔叔的传承，侄子的领带！",男,1,2020-03-24 23:53:36,0,厌恶/讨厌
比谢广坤还。。。搞笑,保密,1,2020-03-23 23:44:07,0,希望/期待
川普真是我的快乐源泉,保密,1,2020-03-19 21:50:52,1,愉快/幸福
建议改成：英 雄 时 刻,保密,1,2020-03-18 19:16:53,0,厌恶/讨厌
？我被降智了,保密,1,2020-03-04 12:46:13,0,厌恶/讨厌
有点意思,男,1,2020-02-14 20:21:47,1,厌恶/讨厌
川普现在有难了……,保密,1,2020-01-07 23:28:18,0,恐惧/害怕
就身体素质 川普吊打睡王 睡王这一届能不能熬下来都未必,保密,20,2021-09-12 21:12:57,0,厌恶/讨厌
大型偶像剧，龙王东山再起[doge],保密,16,2021-09-12 11:00:15,0,厌恶/讨厌
川皇说话就是好听[吃瓜][吃瓜][吃瓜],保密,15,2021-09-12 08:14:31,1,愉快/幸福
说实在的，川普这招比卡牌拜登强多了。美国人不就是喜欢英雄嘛，结果拜登为了迎合少数变态群体打压当初冒死救人的英雄，真是臭棋。,保密,14,2021-09-14 23:52:02,0,愤怒/生气
川建国同志有他自己想去哪就去哪的自由[doge],男,14,2021-09-12 21:58:42,0,愉快/幸福
说实在的，看他年轻时候的视频，发现他还是有自己的想法，而且很会演戏，肯定是有东西的。,男,11,2021-09-12 09:41:30,0,愉快/幸福
川宝这混得风生水起啊？？,男,9,2021-09-12 18:46:12,0,愤怒/生气
川宝渡过毛选,保密,7,2021-09-12 09:00:34,0,羞耻
川宝万岁[打call][打call][打call],男,6,2021-09-12 10:29:52,0,悲伤/痛苦
感觉美国绝大部分的警察都是川普的铁杆，毕竟川普在位时候，治安没这么乱，警察现在被双标党和乱民们弄得左右为难,男,6,2021-09-12 08:46:18,0,厌恶/讨厌
川普三观很正啊，就是有点反人类,保密,5,2021-09-13 05:04:58,1,平静/冷静
好家伙，懂王比我这20多岁的小伙子还精神[吃瓜],保密,5,2021-09-12 11:03:11,0,愉快/幸福
治公知还得是公知杀手特朗普，现在什么阿猫阿狗都跳出来了,保密,4,2021-09-13 22:00:08,0,悲伤/痛苦
川宝，我们等你，一天不看川宝，浑身难受,女,4,2021-09-12 15:39:17,0,厌恶/讨厌
懂王会在2024年上演王者归来?好像特朗普当初对自己有那么说过[洛天依9th_想peach],女,4,2021-09-12 09:15:04,0,恐惧/害怕
想不到的是还有黑人支持特朗普[笑哭],保密,4,2021-09-12 08:47:31,0,平静/冷静
"懂王思路清晰，行事果断。而且目标明确，打击中国，措施简单粗暴。
幸好瞌睡乔取代了懂王，不然让懂王干8年，可就坏了。",保密,3,2021-09-13 15:23:26,0,悲伤/痛苦
世界级网红还得川普，没有人比他更懂相声，舞蹈！,保密,3,2021-09-12 13:46:36,0,悲伤/痛苦
世界顶流[OK][doge],男,3,2021-09-12 13:20:51,1,愉快/幸福
学信网：误cue[doge],女,2,2021-03-11 16:42:56,0,恐惧/害怕
你会freestyle 吗,保密,2,2021-03-11 11:06:42,0,恐惧/害怕
这里是成都skr[OK],男,2,2021-03-11 10:22:36,1,平静/冷静
[翻白眼],保密,2,2021-03-09 11:47:27,0,恐惧/害怕
学信网，哈哈。,保密,2,2021-03-08 22:38:39,0,平静/冷静
有自信，好样的,保密,2,2021-03-08 18:24:30,1,愉快/幸福
不是黑人就行  （最低限度的行）,男,1,2021-03-19 17:43:54,1,平静/冷静
老丈人？中国人看了会激动小青年,男,1,2021-03-16 17:42:29,0,愤怒/生气
呵呵，我服了,女,1,2021-03-12 13:41:20,0,羞耻
别人能听懂的汉语被他英译了个遍[doge],保密,1,2021-03-11 21:12:55,0,愉快/幸福
gay福瑞？,男,1,2021-03-10 07:47:54,0,厌恶/讨厌
大家别激动，谁不知道把民族和两性的差异和冲突结合到一起最能煽动情绪制造流量啊。演的演的。,保密,0,2021-03-27 22:16:43,0,厌恶/讨厌
明目张胆拉皮条，牛逼,保密,0,2021-03-23 19:56:09,0,恐惧/害怕
男人总是那么自信[doge],保密,0,2021-03-22 14:56:34,1,愉快/幸福
麻烦删视频,保密,0,2021-03-20 19:42:24,0,恐惧/害怕
mmp,保密,0,2021-03-20 19:42:48,0,厌恶/讨厌
"一句话的功夫就下滑2个差点
登子果然擅长下滑
[doge]",男,3,2024-06-28 15:58:34,0,悲伤/痛苦
拜登有点不聪明的样子了,保密,3,2024-06-28 14:12:29,0,厌恶/讨厌
拜登他，已经对这些弱者感到困倦了[墨镜],保密,2,2024-07-09 12:16:07,0,厌恶/讨厌
"我现在都不想拜登还能不能干四年，我在想他能不能挺到正式选举时候还没挂[笑哭]
或者在宣誓就职或者最终辩论时候突然嗝屁了，那乐子可就大了[妙啊]",男,2,2024-06-29 19:19:28,0,悲伤/痛苦
天啊，拜登嘴都歪了……,保密,2,2024-06-29 03:57:22,0,厌恶/讨厌
川宝只用3成功力,保密,2,2024-06-29 03:03:02,1,羞耻
我一直觉得拜登老年痴呆，不是没见过高龄老人，但是拜登的精神状态和行为很不正常。,男,2,2024-06-28 22:14:53,0,愤怒/生气
我曰，70以上取消一切zt任职、竞选资格,男,2,2024-06-28 20:35:46,0,恐惧/害怕
nobody knows China[doge],男,2,2024-06-28 15:54:50,0,羞耻
拜登看起来就是老年痴呆症前兆，反应迟钝语速很慢,男,2,2024-06-28 15:23:17,0,厌恶/讨厌
登子明显虚了[笑哭],保密,2,2024-06-28 13:31:26,0,厌恶/讨厌
打高尔夫确实有批格👍美国总统竞选都比谁高尔夫技术好,保密,1,2024-07-04 08:02:05,1,愉快/幸福
这是总统大选？不知道的还以为什么无聊综艺,保密,1,2024-06-30 00:16:23,0,厌恶/讨厌
拜登这状态，我真怕川普一个大声把他送走喽,男,1,2024-06-30 00:02:38,0,厌恶/讨厌
一个骂对面是傻子，一个骂对面是疯子。好看好看[喜极而泣][喜极而泣],男,1,2024-06-29 19:17:14,0,悲伤/痛苦
"脑子：你知道的，什么都嗑只会害了你
眼睛：是史，别看
手：老坟头，启动！",女,1,2024-06-29 18:36:16,0,愤怒/生气
听拜登说话感觉都快没气了[笑哭],男,1,2024-06-29 16:18:59,0,悲伤/痛苦
美国没人了吗，找这两个老毕登当总统,保密,1,2024-06-29 15:20:17,0,厌恶/讨厌
拜登已经阳痿了,男,1,2024-06-29 06:46:34,0,厌恶/讨厌
拜登说话有气无力的[doge],保密,1,2024-06-28 23:43:48,0,平静/冷静
2020年的川普：没有人比我更懂新冠,男,1,2020-10-07 14:44:52,0,平静/冷静
特大喜讯，特朗普真的翻车了,保密,1,2020-10-03 20:58:16,0,厌恶/讨厌
每次都和专家反着来 也是个人才[笑哭],保密,1,2020-09-24 15:15:38,0,悲伤/痛苦
感觉特朗普可以开修车店，专门翻车[无语],男,1,2020-07-31 14:04:47,0,恐惧/害怕
个人感觉:特朗普说消毒剂的事就是为了让那些没钱治疗且感染的人或者是害怕感染的人用消毒剂而死去，从而减少病毒的传播,男,1,2020-07-07 18:49:26,0,愤怒/生气
中门狙王川建国[妙啊][妙啊][妙啊],男,1,2020-06-21 10:17:26,1,愉快/幸福
"🙌没有人
👐比我
👌更懂
☝️如何报效祖国[doge]",男,1,2020-05-10 19:12:33,0,愉快/幸福
我一个人在沙发上笑出了猪叫[doge]真心希望建国同志能连任[偷笑],男,1,2020-05-04 16:10:04,0,愉快/幸福
